,relationship
8010,walk by
8011,PARKED by
8012,walk by
8013,wear a
8014,ON
8015,ON
8016,park on side of
8017,walk down
8018,drive down
8019,paint on
8020,make of
8021,in front of
8022,on side of a
8023,on top of
8024,on top of
8025,next to
8026,next to
8027,next to
8028,on top of
8029,on top of
8030,on back of
8031,on top of
8032,next to
8033,next to
8034,behind
8035,on top of
8036,ON
8037,ON
8038,on top of
8039,on top of
8040,behind
8041,on top of
8042,on top of
8043,on back of
8044,on back of
8045,on side of
8046,ON
8047,ON
8048,ON
8049,ON
8050,ON
8051,ON
8052,ON
8053,ON
8054,ON
8055,ON
8056,ON
8057,ON
8058,ON
8059,ON
8060,ON
8061,ON
8062,ON
8063,ON
8064,ON
8065,ON
8066,ON
8067,ON
8068,ON
8069,ON
8070,ON
8071,ON
8072,ON
8073,ON
8074,ON
8075,ON
8076,ON
8077,ON
8078,ON
8079,ON
8080,ON
8081,ON
8082,ON
8083,ON
8084,ON
8085,ON
8086,ON
8087,ON
8088,ON
8089,ON
8090,ON
8091,ON
8092,ON
8093,ON
8094,ON
8095,ON
8096,ON
8097,ON
8098,ON
8099,ON
8100,ON
8101,ON
8102,ON
8103,ON
8104,ON
8105,ON
8106,ON
8107,ON
8108,ON
8109,ON
8110,ON
8111,ON
8112,ON
8113,ON
8114,ON
8115,ON
8116,ON
8117,ON
8118,ON
8119,ON
8120,ON
8121,ON
8122,ON
8123,ON
8124,ON
8125,ON
8126,ON
8127,ON
8128,ON
8129,ON
8130,ON
8131,ON
8132,ON
8133,ON
8134,ON
8135,ON
8136,ON
8137,ON
8138,ON
8139,ON
8140,ON
8141,ON
8142,ON
8143,ON
8144,ON
8145,ON
8146,ON
8147,ON
8148,ON
8149,ON
8150,ON
8151,ON
8152,ON
8153,ON
8154,ON
8155,ON
8156,ON
8157,ON
8158,ON
8159,ON
8160,ON
8161,ON
8162,ON
8163,ON
8164,ON
8165,ON
8166,ON
8167,ON
8168,ON
8169,ON
8170,ON
8171,ON
8172,ON
8173,ON
8174,ON
8175,ON
8176,ON
8177,ON
8178,ON
8179,ON
8180,ON
8181,ON
8182,ON
8183,ON
8184,ON
8185,ON
8186,ON
8187,ON
8188,ON
8189,ON
8190,ON
8191,ON
8192,ON
8193,ON
8194,ON
8195,ON
8196,be on
8197,be in
8198,under
8199,ON
8200,on a
8201,ON
8202,on a
8203,sit on a
8204,sit on a
8205,attach to
8206,in a
8207,ON
8208,ON
8209,ON
8210,ON
8211,ON
8212,ON
8213,ON
8214,ON
8215,ON
8216,ON
8217,ON
8218,ON
8219,near
8220,near
8221,near
8222,near
8223,ON
8224,near
8225,ON
8226,near
8227,ON
8228,near
8229,ON
8230,near
8231,ON
8232,ON
8233,ON
8234,near
8235,near
8236,near
8237,ON
8238,near
8239,ON
8240,near
8241,walk across
8242,on the
8243,with
8244,say
8245,in
8246,ON
8247,ON
8248,in front of
8249,by
8250,have
8251,have
8252,in
8253,ON
8254,ON
8255,ON
8256,ON
8257,next to
8258,ON
8259,near to
8260,ON
8261,in
8262,in
8263,ON
8264,ON
8265,in front of
8266,ON
8267,ON
8268,ON
8269,ON
8270,ON
8271,ON
8272,in
8273,say
8274,ON
8275,in
8276,have
8277,ON
8278,ON
8279,in
8280,sit in
8281,ON
8282,for
8283,in front of
8284,ON
8285,push into
8286,for
8287,under
8288,ON
8289,at
8290,in front of
8291,of
8292,ON
8293,behind
8294,ON
8295,ON
8296,ON
8297,ON
8298,ON
8299,ON
8300,ON
8301,next to
8302,in front of
8303,next to
8304,in front of
8305,next to
8306,under
8307,and
8308,in front of
8309,ON
8310,in front of
8311,have
8312,ON
8313,ON
8314,ON
8315,next to
8316,next to
8317,sit on
8318,under
8319,tack to
8320,ON
8321,next to
8322,under
8323,ON
8324,under
8325,behind
8326,ON
8327,wear
8328,under
8329,ON
8330,ON
8331,behind
8332,next to
8333,ON
8334,ON
8335,ON
8336,ON
8337,ON
8338,ON
8339,ON
8340,ON
8341,ON
8342,ON
8343,ON
8344,ON
8345,ON
8346,ON
8347,ON
8348,ON
8349,ON
8350,ON
8351,ON
8352,ON
8353,ON
8354,on top of
8355,on top of
8356,ON
8357,ON
8358,ON
8359,ON
8360,ON
8361,ON
8362,in front of
8363,ON
8364,ON
8365,ON
8366,ON
8367,ON
8368,in front of
8369,ON
8370,ON
8371,ON
8372,in corner of
8373,on top of
8374,ON
8375,ON
8376,with
8377,with
8378,ON
8379,ON
8380,with
8381,with
8382,on edge of
8383,with
8384,have
8385,have
8386,have
8387,ON
8388,ON
8389,behind
8390,behind
8391,behind
8392,be on
8393,ON
8394,ON
8395,ON
8396,ON
8397,behind
8398,inside
8399,ON
8400,ON
8401,ON
8402,ON
8403,ON
8404,of
8405,ON
8406,ON
8407,have
8408,ON
8409,with
8410,in
8411,near
8412,ON
8413,ON
8414,over
8415,ON
8416,on a
8417,on front of a
8418,ON
8419,ON
8420,ON
8421,ON
8422,ON
8423,beside
8424,hang in
8425,in
8426,ON
8427,in
8428,in
8429,ON
8430,next to
8431,under
8432,ON
8433,ON
8434,ON
8435,ON
8436,ON
8437,ON
8438,next
8439,next
8440,ON
8441,white
8442,ON
8443,next
8444,ON
8445,leave
8446,ON
8447,next
8448,leave
8449,ON
8450,ON
8451,in
8452,aid
8453,of
8454,dish
8455,of
8456,coffee
8457,coffee
8458,and
8459,ON
8460,ON
8461,ON
8462,ON
8463,above
8464,sink
8465,of
8466,ON
8467,near
8468,of
8469,ON
8470,near
8471,on top of
8472,ON
8473,ON
8474,attach to
8475,ON
8476,under
8477,on back of
8478,on back of
8479,under a
8480,under a
8481,under a
8482,under a
8483,on a
8484,on a
8485,have
8486,have
8487,have
8488,have
8489,have
8490,ON
8491,hang on
8492,of
8493,ON
8494,on top of
8495,under
8496,next to
8497,on top of
8498,right of
8499,on top of
8500,ON
8501,ON
8502,plug into
8503,reflect off
8504,above
8505,ON
8506,on computer
8507,ON
8508,ON
8509,ON
8510,ON
8511,ON
8512,ON
8513,with
8514,sit
8515,at
8516,sit on
8517,sit on
8518,ON
8519,ON
8520,ON
8521,ON
8522,under
8523,ON
8524,near
8525,of a
8526,of a
8527,of a
8528,of a
8529,on a
8530,look a
8531,ON
8532,behind a
8533,sit in front a
8534,wear a
8535,on a
8536,of book brown and
8537,in front
8538,can be see front
8539,in black
8540,lcd computer
8541,drinking
8542,plastic computer
8543,cork bulletin
8544,right
8545,wear
8546,sit on
8547,ON
8548,have
8549,ON
8550,ON
8551,type on
8552,ON
8553,use
8554,with
8555,in
8556,type on
8557,attach to
8558,ON
8559,with
8560,with
8561,with
8562,ON
8563,ON
8564,ON
8565,ON
8566,on a
8567,ON
8568,ON
8569,ON
8570,ON
8571,ON
8572,use
8573,wear
8574,of
8575,of
8576,of
8577,of
8578,of
8579,for
8580,ON
8581,wear
8582,have
8583,of
8584,attach to
8585,have
8586,have
8587,have
8588,have
8589,have
8590,have
8591,hold
8592,wear
8593,ON
8594,ON
8595,in
8596,ON
8597,underneath
8598,underneath
8599,clasp
8600,next to
8601,next to
8602,behind
8603,ON
8604,ON
8605,ON
8606,ON
8607,of yellow desk
8608,ON
8609,ON
8610,office chair on
8611,office chair on
8612,strip on top of
8613,in front of office
8614,with a white
8615,on top of file
8616,box
8617,tower next to power
8618,attach to
8619,hang on
8620,white computer
8621,grey blue office
8622,on
8623,and piece of
8624,black computer
8625,plastic water
8626,plastic water
8627,color
8628,box color
8629,ON
8630,above a
8631,ON
8632,next to
8633,next to
8634,ON
8635,ON
8636,with
8637,with
8638,next to
8639,ON
8640,ON
8641,ON
8642,ON
8643,in
8644,in
8645,ON
8646,ON
8647,ON
8648,ON
8649,wear
8650,sit at a
8651,in a
8652,ON
8653,ON
8654,ON
8655,ON
8656,ON
8657,ON
8658,ON
8659,ON
8660,ON
8661,ON
8662,plant
8663,wear a
8664,carry a
8665,wear
8666,wear
8667,wear a
8668,wear
8669,ON
8670,walk on
8671,on
8672,on side of
8673,on
8674,park next to
8675,ON
8676,park on
8677,wear
8678,ON
8679,hold
8680,wear
8681,carry
8682,ON
8683,next to
8684,ON
8685,ON
8686,in
8687,in
8688,next to
8689,ON
8690,ON
8691,with
8692,with
8693,near
8694,in
8695,under
8696,ON
8697,of
8698,ON
8699,ON
8700,near
8701,on right of
8702,sit on
8703,next to
8704,sit on
8705,stick onto
8706,next to
8707,inside
8708,next to
8709,sit on
8710,next to
8711,next to
8712,ON
8713,ON
8714,ON
8715,ON
8716,ON
8717,ON
8718,ON
8719,ON
8720,in front of
8721,of
8722,with
8723,with
8724,in
8725,and
8726,in
8727,sit on
8728,wear
8729,wear
8730,of
8731,ON
8732,ON
8733,of
8734,with
8735,with
8736,with
8737,with
8738,with
8739,ON
8740,ON
8741,ON
8742,ON
8743,ON
8744,ON
8745,ON
8746,ON
8747,up against
8748,up against
8749,up against
8750,ON
8751,ON
8752,ON
8753,ON
8754,ON
8755,ON
8756,ON
8757,ON
8758,ON
8759,ON
8760,ON
8761,next to
8762,next to
8763,wear
8764,next to
8765,make of
8766,ON
8767,ON
8768,with
8769,sit on
8770,sit on
8771,wear
8772,sit on
8773,sit on
8774,sit on
8775,wear
8776,wear
8777,sit on
8778,on
8779,have a purse
8780,toilet
8781,use
8782,wear
8783,ON
8784,in
8785,have
8786,wear purse
8787,inside
8788,sit
8789,eat
8790,wear
8791,ON
8792,have
8793,ON
8794,between
8795,have
8796,attatche to
8797,next to
8798,in front of
8799,hold
8800,wear
8801,have
8802,have
8803,have
8804,have
8805,have
8806,have
8807,have
8808,have
8809,ON
8810,be on
8811,have
8812,in
8813,in
8814,ON
8815,have
8816,have
8817,ON
8818,ON
8819,wear
8820,beside
8821,hang from
8822,hang from
8823,ON
8824,ON
8825,wear
8826,cover
8827,ON
8828,ON
8829,sit on
8830,sit on
8831,ON
8832,ON
8833,in
8834,in
8835,sit in
8836,ON
8837,wear
8838,wear
8839,enjoy
8840,grow in
8841,in
8842,ride a
8843,have
8844,ON
8845,ON
8846,on side of
8847,on a
8848,with a
8849,ON
8850,ON
8851,ON
8852,ON
8853,in a blue
8854,on a black
8855,with a
8856,ON
8857,ON
8858,ON
8859,ON
8860,ON
8861,ON
8862,on side of
8863,ON
8864,chain to a
8865,lock onto a
8866,ON
8867,outside of
8868,lay on
8869,sit at
8870,wear
8871,sit at
8872,wear
8873,ON
8874,on side of
8875,have
8876,have
8877,wear
8878,sit next to
8879,wear
8880,next to
8881,hold
8882,have
8883,have
8884,walk next to
8885,carry
8886,wear
8887,stand on
8888,sit at
8889,sit at
8890,sit at
8891,ON
8892,next to
8893,next to
8894,near
8895,wear
8896,wear
8897,in front of
8898,ON
8899,reading
8900,sit next to
8901,ON
8902,have
8903,have
8904,ON
8905,ON
8906,over
8907,in
8908,in
8909,ON
8910,ON
8911,ON
8912,ON
8913,ON
8914,outside
8915,ON
8916,with
8917,ON
8918,ON
8919,ON
8920,ON
8921,ON
8922,under
8923,have
8924,ON
8925,next to
8926,in front of
8927,place on
8928,place on
8929,near
8930,ON
8931,ON
8932,turn
8933,turn
8934,ON
8935,near open
8936,turn
8937,ON
8938,lean on
8939,turn
8940,be color
8941,ON
8942,partly
8943,be on wall
8944,color
8945,be not
8946,ON
8947,ON
8948,ON
8949,ON
8950,for a
8951,lean in
8952,ON
8953,stack on
8954,color
8955,near
8956,by
8957,by
8958,lean on
8959,turn
8960,on top of
8961,near
8962,ON
8963,ON
8964,ON
8965,on top of
8966,be on
8967,turn
8968,on top of
8969,ON
8970,under
8971,wear
8972,next to
8973,next to
8974,ON
8975,ON
8976,in
8977,ON
8978,ON
8979,ON
8980,ON
8981,ON
8982,that use
8983,and gray
8984,draws under
8985,ON
8986,ON
8987,ON
8988,ON
8989,ON
8990,ON
8991,ON
8992,ON
8993,ON
8994,ON
8995,look at
8996,wear a
8997,ON
8998,sit on
8999,have
9000,ON
9001,in
9002,ON
9003,ON
9004,ON
9005,near
9006,near
9007,write in
9008,ON
9009,ON
9010,next to
9011,next
9012,next
9013,in front of
9014,in front of
9015,ON
9016,next to
9017,ON
9018,next to
9019,wear
9020,wear
9021,in
9022,hold
9023,wear a
9024,hand something to a
9025,in a
9026,wear with a
9027,with
9028,hand a menu
9029,place above
9030,wear a
9031,on the back of the
9032,wear
9033,wear
9034,under
9035,in
9036,of
9037,wear
9038,have
9039,hold out
9040,behind
9041,wear a
9042,wear a
9043,have
9044,beside
9045,in
9046,play
9047,ON
9048,watch
9049,ON
9050,ON
9051,in
9052,play
9053,ON
9054,ON
9055,behind
9056,in front of
9057,ON
9058,ON
9059,ON
9060,have
9061,ON
9062,have
9063,play
9064,ON
9065,behind
9066,wear
9067,ON
9068,in
9069,behind
9070,sit at
9071,have
9072,have
9073,have
9074,have
9075,wear
9076,have
9077,have
9078,have
9079,wear
9080,of
9081,of
9082,have
9083,in
9084,pointy
9085,wear
9086,ON
9087,ON
9088,ON
9089,have
9090,in
9091,sit on
9092,ON
9093,ON
9094,ON
9095,wear
9096,on top of
9097,wear
9098,behind
9099,ON
9100,in
9101,at
9102,for measure
9103,have
9104,ON
9105,have
9106,ON
9107,ON
9108,ON
9109,ON
9110,ON
9111,in
9112,wear
9113,behind
9114,have
9115,have
9116,point at
9117,wear
9118,have
9119,wear
9120,read to
9121,ON
9122,ON
9123,ON
9124,reading
9125,wear
9126,drape over
9127,wear
9128,have
9129,hold
9130,look at
9131,around
9132,have
9133,sit on
9134,sit on
9135,lie on a
9136,read to a
9137,read a
9138,wear a
9139,have
9140,of
9141,of
9142,wear
9143,sit at
9144,in front of
9145,wear
9146,sit on
9147,sit next to
9148,look at
9149,behind
9150,ON
9151,wear
9152,have
9153,hold
9154,look at
9155,to leave of
9156,belong to
9157,hold
9158,contain
9159,stand in
9160,stand up
9161,wear
9162,have
9163,have
9164,in
9165,seat at
9166,wear
9167,in front of
9168,wear
9169,in
9170,fill with
9171,of
9172,in
9173,on both side
9174,sit at
9175,sit at
9176,sit at
9177,in
9178,with
9179,with
9180,with
9181,have
9182,wear
9183,have a
9184,wear
9185,sit next to
9186,with
9187,wear
9188,wear
9189,arching
9190,behind
9191,behind
9192,have a
9193,have an
9194,wear by
9195,on top of
9196,with
9197,with
9198,with
9199,have a
9200,wear
9201,wear
9202,have an
9203,have an
9204,have a
9205,have
9206,have
9207,have
9208,have a
9209,have a
9210,with
9211,wear
9212,wear
9213,wear
9214,with
9215,ON
9216,wear a
9217,have brown
9218,of
9219,behind
9220,ON
9221,ON
9222,ON
9223,ON
9224,ON
9225,ON
9226,of
9227,of
9228,of
9229,of
9230,of
9231,of
9232,of
9233,of
9234,of
9235,have dark
9236,behind
9237,beside
9238,in front of
9239,ON
9240,ON
9241,ON
9242,ON
9243,ON
9244,ON
9245,behind
9246,wear
9247,wear a
9248,ON
9249,in
9250,have
9251,have
9252,ON
9253,have
9254,have
9255,in
9256,have
9257,have
9258,holds
9259,ON
9260,for
9261,have
9262,have
9263,attach to a
9264,behind
9265,ON
9266,next to
9267,next to
9268,push
9269,ON
9270,push a
9271,lean against
9272,sit on
9273,beside
9274,ON
9275,park on
9276,ON
9277,ON
9278,ON
9279,on a
9280,ON
9281,wear a
9282,have a
9283,ON
9284,on a
9285,ON
9286,ON
9287,ON
9288,ON
9289,ON
9290,walk on
9291,walk on
9292,walk on
9293,walk on
9294,with
9295,ride
9296,ON
9297,behind
9298,on a side of a
9299,have on side a
9300,next to
9301,behind
9302,ON
9303,ON
9304,on a
9305,with
9306,ON
9307,ON
9308,ON
9309,on a
9310,ON
9311,on a
9312,on a
9313,on a
9314,on a
9315,on a
9316,ON
9317,wear a
9318,wear a
9319,wear a
9320,wear a
9321,wear a
9322,wear a
9323,wear a
9324,wear a
9325,wear a
9326,wear a
9327,wear a
9328,wear a
9329,wear a
9330,wear a
9331,wear a
9332,wear a
9333,wear a
9334,wear a
9335,wear a
9336,wear a
9337,wear a
9338,wear a
9339,wear a
9340,wear a
9341,wear a
9342,wear a
9343,wear a
9344,wear a
9345,wear a
9346,wear a
9347,wear a
9348,wear a
9349,wear a
9350,wear a
9351,wear a
9352,wear a
9353,wear a
9354,wear a
9355,wear a
9356,wear a
9357,wear a
9358,wear a
9359,wear a
9360,wear a
9361,wear a
9362,wear a
9363,wear a
9364,wear a
9365,wear a
9366,wear a
9367,wear a
9368,wear a
9369,wear a
9370,wear a
9371,wear a
9372,wear a
9373,wear a
9374,wear a
9375,wear a
9376,wear a
9377,wear a
9378,wear a
9379,wear a
9380,wear a
9381,wear a
9382,wear a
9383,wear a
9384,wear a
9385,wear a
9386,wear a
9387,wear a
9388,wear a
9389,wear a
9390,wear a
9391,wear a
9392,wear a
9393,wear a
9394,wear a
9395,wear a
9396,wear a
9397,wear a
9398,wear a
9399,wear a
9400,wear a
9401,wear a
9402,wear a
9403,wear a
9404,wear a
9405,of
9406,at
9407,on top of
9408,ON
9409,ON
9410,ON
9411,on side of
9412,in
9413,ON
9414,ON
9415,near
9416,near
9417,near
9418,near
9419,near
9420,near
9421,ON
9422,ON
9423,on side
9424,ON
9425,ON
9426,ON
9427,ON
9428,ON
9429,ON
9430,on side of
9431,on side of
9432,park on
9433,park on
9434,ON
9435,ON
9436,ON
9437,drive down
9438,walk on
9439,park on
9440,park on
9441,ON
9442,ON
9443,ON
9444,ON
9445,ON
9446,ON
9447,ON
9448,ON
9449,ON
9450,ON
9451,ON
9452,ON
9453,ON
9454,ON
9455,ON
9456,ON
9457,ON
9458,ON
9459,ON
9460,ON
9461,ON
9462,ON
9463,wear
9464,wear
9465,ON
9466,wear
9467,wear
9468,wear
9469,attach to
9470,lead to
9471,lead to
9472,drive on
9473,ON
9474,cast
9475,stand alongside
9476,stand alongside
9477,stand alongside
9478,stand alongside
9479,stand alongside
9480,print on
9481,walk on
9482,mount on
9483,mount on
9484,drive on
9485,lead to
9486,lead to
9487,approach
9488,mount on
9489,mount on
9490,in
9491,hang above
9492,stand next to
9493,paint in
9494,paint in
9495,paint in
9496,paint in
9497,paint in
9498,ON
9499,mount on
9500,stand alongside
9501,stand alongside
9502,stand alongside
9503,near
9504,ON
9505,ON
9506,ON
9507,next to
9508,ON
9509,next to
9510,next to
9511,have
9512,have
9513,behind
9514,drive through
9515,have
9516,of
9517,of
9518,of
9519,of
9520,of
9521,of
9522,of
9523,of
9524,of
9525,of
9526,of
9527,of
9528,of
9529,of
9530,of
9531,of
9532,of
9533,of
9534,of
9535,of
9536,of
9537,of
9538,of
9539,of
9540,of
9541,of
9542,of
9543,of
9544,of
9545,of
9546,of
9547,of
9548,of
9549,of
9550,of
9551,of
9552,of
9553,of
9554,of
9555,of
9556,of
9557,of
9558,of
9559,of
9560,of
9561,of
9562,of
9563,of
9564,of
9565,of
9566,of
9567,of
9568,of
9569,of
9570,of
9571,of
9572,of
9573,of
9574,of
9575,of
9576,of
9577,of
9578,of
9579,of
9580,of
9581,of
9582,of
9583,of
9584,of
9585,of
9586,of
9587,of
9588,of
9589,of
9590,of
9591,of
9592,of
9593,of
9594,of
9595,of
9596,of
9597,of
9598,of
9599,of
9600,of
9601,of
9602,of
9603,of
9604,of
9605,of
9606,of
9607,of
9608,of
9609,of
9610,of
9611,of
9612,of
9613,of
9614,of
9615,of
9616,of
9617,of
9618,of
9619,of
9620,of
9621,of
9622,of
9623,of
9624,of
9625,of
9626,of
9627,of
9628,of
9629,of
9630,of
9631,of
9632,of
9633,of
9634,of
9635,of
9636,of
9637,of
9638,of
9639,of
9640,of
9641,of
9642,of
9643,of
9644,of
9645,of
9646,of
9647,of
9648,of
9649,of
9650,of
9651,of
9652,of
9653,of
9654,of
9655,of
9656,of
9657,of
9658,of
9659,of
9660,of
9661,of
9662,of
9663,of
9664,of
9665,of
9666,of
9667,of
9668,of
9669,of
9670,of
9671,of
9672,of
9673,of
9674,of
9675,of
9676,of
9677,of
9678,of
9679,of
9680,of
9681,of
9682,of
9683,of
9684,of
9685,of
9686,of
9687,of
9688,of
9689,of
9690,of
9691,of
9692,in
9693,ON
9694,wear
9695,ON
9696,wear
9697,ON
9698,of
9699,ON
9700,have
9701,ON
9702,ON
9703,have
9704,ON
9705,have
9706,ON
9707,contain
9708,ON
9709,contain on
9710,contain on
9711,apart of
9712,make of
9713,on side of
9714,ON
9715,ON
9716,ON
9717,ON
9718,with
9719,ON
9720,in
9721,in
9722,ON
9723,front of
9724,front of
9725,on a
9726,on a
9727,on a
9728,on a
9729,belong to
9730,on a
9731,ON
9732,ON
9733,walk on
9734,in
9735,in
9736,walk on
9737,ON
9738,by
9739,walk on
9740,wear
9741,ON
9742,in
9743,ON
9744,sit at
9745,sit at
9746,sit at
9747,with
9748,ON
9749,wear
9750,sit on
9751,wear
9752,ON
9753,ON
9754,ON
9755,ON
9756,ON
9757,ON
9758,ON
9759,in front of
9760,ON
9761,ON
9762,ON
9763,ON
9764,ON
9765,ON
9766,ON
9767,ON
9768,near
9769,near
9770,have
9771,ON
9772,ON
9773,in
9774,ON
9775,ON
9776,ON
9777,ON
9778,ON
9779,beside
9780,have
9781,ON
9782,ON
9783,ON
9784,ON
9785,ON
9786,ON
9787,in
9788,ON
9789,ON
9790,have
9791,have
9792,have
9793,be on
9794,for
9795,have
9796,have
9797,next to
9798,have
9799,ON
9800,have
9801,next to
9802,ON
9803,in
9804,ON
9805,ON
9806,have
9807,ON
9808,ON
9809,walk on
9810,walk on
9811,walk on
9812,walk on
9813,stand outside
9814,sit next to
9815,wear
9816,wear
9817,ON pile of
9818,in a
9819,sit behind
9820,walk on
9821,stand on
9822,stand on
9823,stand on
9824,sit on
9825,on TOP of
9826,next to
9827,wear
9828,wear
9829,wear
9830,with a
9831,at
9832,sit next to a
9833,ON A
9834,with
9835,ON
9836,by
9837,with
9838,with
9839,in
9840,paint on
9841,lay on
9842,ON
9843,paint on
9844,sell
9845,wear
9846,wear
9847,be in
9848,have
9849,make of
9850,in front of
9851,ON
9852,in front of
9853,wear
9854,ON
9855,carries
9856,wear
9857,have
9858,ON
9859,wear
9860,wear
9861,wear
9862,wear
9863,wear
9864,ON
9865,attach to
9866,attach to
9867,of
9868,of
9869,of
9870,of
9871,of
9872,of
9873,attach to
9874,wear
9875,attach to
9876,around
9877,attach to
9878,on top of
9879,have
9880,attach to
9881,hang on
9882,hang on
9883,next to
9884,in a large
9885,walk with a
9886,walk in a
9887,walk with a
9888,in a large
9889,walk with a large
9890,walk near a
9891,walk with a
9892,walk through a
9893,walk inside a
9894,in a
9895,in a
9896,with a
9897,wear
9898,in a
9899,wear a
9900,with a red
9901,in a
9902,with a
9903,in
9904,near a
9905,in a
9906,in
9907,have
9908,have
9909,ON
9910,be on
9911,ON
9912,wear
9913,wear a
9914,full of
9915,in lap of
9916,wear a
9917,ON
9918,ON
9919,ON
9920,have a
9921,next to
9922,behind
9923,wear
9924,next to
9925,in front of
9926,behind
9927,inside
9928,in
9929,overhang
9930,overhang
9931,in
9932,in
9933,ON
9934,on side of
9935,wear
9936,wear
9937,in
9938,ON
9939,have
9940,in front of
9941,in front of
9942,in front of
9943,in front of
9944,in front of
9945,in
9946,in
9947,in
9948,in
9949,in
9950,wear
9951,wear
9952,wear
9953,wear
9954,wear
9955,wear
9956,wear
9957,wear
9958,wear
9959,wear
9960,ON
9961,ON
9962,ON
9963,ON
9964,ON
9965,in
9966,reading
9967,have
9968,have
9969,have
9970,have
9971,have
9972,hold
9973,hold
9974,hold
9975,hold
9976,hold
9977,hold
9978,hold
9979,hold
9980,hold
9981,hold
9982,hold
9983,wear
9984,MADE of
9985,above
9986,above
